seed,input,predicted_label,predicted_explanation
6341,"If you want to bake something, but do not have butter, where would you get it?",store,"butter is a fat. if you do not have butter, you can get it from store."
6341,What do people look for when competing against someone?,edge,people look for edge when competing against someone.
6341,A weasel has a thin body and short legs to easier burrow after prey in a what?,rabbit warren,a weasel is a small animal.
6341,What makes it possible for your bones to move?,muscle,muscle is a movement of the body. muscle is a movement of the body.
6341,In a company a chief oversees what people?,employee,a chief oversees people in a company.
6341,"Other than water, sugar is the main ingredient in what?",soda pop,soda pop is a soda drink. soda pop is a soda drink. soda pop is a soda drink. soda pop is a soda drink. soda pop is a soda drink. soda pop is a soda drink. soda pop is a soda drink. soda pop is a soda drink. soda pop is a soda drink. soda pop is a soda drink. soda pop is a soda drink. soda pop is a soda drink.
6341,"If I was watching TV on the couch and the air was stuffy, I might turn the fan on to make the what more comfortable?",living room,"if the air is stuffy, the fan will make the air more comfortable."
6341,You'd add pepper and salt to what liquid meal if it's bland?,soup,soup is bland
6341,Why do some people get passports and go to different locations?,desire to travel,people desire to travel.
6341,Where is a human likely to be when entering a condo?,residential area,residential area is a place where a human is likely to be when entering a condo.
6341,Where in the U.S. do many ships from the pacific ocean unload their wares?,san francisco bay,san francisco bay is the place where ships from the pacific ocean unload their wares.
6341,"The car was going from Alabama to New York, what was its goal?",head north,the car was going from alabama to new york.
6341,"Even though people in the team sometimes what, they argue constructively?",disagree with each other,people in the team sometimes argue constructively
6341,What do people use in the army when they are being attacked?,use weapons,people use weapons when they are being attacked.
6341,"An electronics store had things damaged from the rain, where should these things be stored?",building,building is a building.
6341,"When Catholic people experience stress, what do they do?",cross themselves,catholic people are people who are a group of people who are a group of people who are a group of people who are a group of people.
6341,Jim stopped talking phone calls because he didn't want to talk with his family. It was too painful and he felt too much what?,regret,regret is when someone feels too much pain
6341,"The parking lot was only full during the day, where was it located?",amusement park,amusement park is a park. amusement park is a park.
6341,Where can I go to take classes on playing an upright piano?,college,college is a place where you can take classes on playing an upright piano. college is a place where you can take classes on playing an upright piano.
6341,What is the goal of working hard to achieve something?,accomplishment,accomplishment is the result of working hard.
6341,Water is an important ingredient in what sugary beverage?,soft drink,soft drink is a drink that contains sugar.
6341,Sam was an alcoholic.  He was in a car crash two years ago and was injured.  Where might he have crashed?,bridge,
6341,Where would a ficus plant brighten up a room?,apartment,ficus plants brighten up a room.
6341,"In the morning you return to work, in the evening you?",leave work,in the morning you return to work in the evening you leave work.
6341,What could sometimes happen after taking phone call?,car accident,car accident happens when someone is driving a car.
6341,"Anybody could be hired in the kitchen, what was needed of them?",wash dishes,washing dishes is a part of cooking.
6341,"James thought that analyzing all the data would help him learn more, but it did not.  It only gave him what?",headache,analyzing all the data will help you learn more. but it will only give you headache.
6341,"The crass men were talking about what they called a broad, one said he thought she was too what?",skinny,a broadtail is a large fish.
6341,Where does someone not happy to take their car?,repair shop,repair shop is a place where someone can take their car.
6341,When do you bring a clock to a clockmaker?,stop working,a clockmaker is a person who makes clocks.
6341,"John joined the army because he wanted to see the world.  When the fighting started, he only saw what sort of things?",battlefield,john joined the army
6341,"When people are interested in protecting fetuses from abortion, what is a common slogan they campaign with?",choose life,people who are interested in protecting fetuses from abortion are often interested in protecting fetuses from abortion.
6341,What did Van Gogh feel when he found his long lost painting?,great relief,van gogh felt great relief when he found his long lost painting.
6341,Which way is the pacific ocean from Nevada?,west,
6341,"If someone is fiddling a fiddle at random, what song are they likely to play next?",unpredictable,people are unpredictable.
6341,As the fox ran into the forest it disappeared into the what?,undergrowth,the fox ran into the forest and disappeared into the undergrowth.
6341,Joe stood in the balcony and watched the Mardi Gras parade go by.  Where is he most likely to be?,new orleans,new orleans is a city where people go to celebrate. joe is most likely to be in new orleans.
6341,Where is the control room that controls a PWR located?,nuclear power plant,nuclear power plant is a nuclear power plant. a nuclear power plant is a nuclear power plant.
6341,"If a person bought food from a grocery store, what will they do next?",bring home,
6341,"A gentleman is carrying equipment for golf, what is he likely to have?",club,golf is a sport. a gentleman carrying equipment for golf is carrying equipment for golf.
6341,"He was on his first long haul and had gotten lost, he made sure to buy a map when he came across a what to stop at?",truck stop,he was on his first long haul and had gotten lost.
6341,Where would you find guns and people in uniform?,military base,military base is a place where people are in uniform. military base is a place where people are in uniform. military base is a place where people are in uniform. military base is a place where people are in uniform. military base is a place where people are in uniform. military base is a place where people are in uniform. military base is a place where people are in uniform. military base is a place where people are in uniform.
6341,John watches the well dressed people from a catwalk above the stage.  He listens to them speak rehearsed lines while the audience listens.  Where is he/,theatre,john is watching the fashion show from a catwalk above the stage.
6341,What could a gentleman be wearing?,suit,suit is a suit. suit is a suit. suit is a suit. suit is a suit. suit is a suit. suit is a suit. suit is a suit. suit is a suit. suit is a suit. suit is a suit. suit is a suit. suit is a suit. suit is a suit. suit is a suit. suit is a suit. suit is a suit. suit
6341,What might a student do if they really hate school and they'd rather get a job?,drop out of school,a student can drop out of school if they really hate school.
6341,How would you get from one side of a canal to another?,bridge,bridges are used to travel from one side of a canal to another.
6341,"If I see a laptop on a table, where might I be?",internet cafe,i am in internet cafe.
6341,How might people perceive someone they are scared of?,dangerous,people perceive someone they are scared of as dangerous.
6341,A small dog will be very happy at what gathering of people?,barbeque,dogs are happy at gatherings of people.
6341,Where can you get a puck to take home?,sporting goods store,hockey is a game where you can take a puck home.
6341,Where would you put the end of a steel cable if you want to use it as a lightningrod?,ground,a steel cable is a cable that is used to conduct electricity.
6341,What might happen after buying too much beer?,intoxication,beer is a drink that is drunk.
6341,What is the name of a place where cargo is stored?,ship's hold,ship holds cargo.
6341,Where would you borrow some chairs if you do not have any?,friend's house,friend's house is a place where you borrow chairs.
6341,"Ficus can be planted in a yard to make summer more bearable, what sort of areas do they create?",shady places,ficus creates shady places.
6341,"The man wanted to have food ready for the work week, so he decided to what his meals ahead of time?",prepare,he wanted to have food ready for the work week.
6341,"He wanted a raise, but what did the stingy boss do with that request?",push down,the boss is stingy.
6341,Why do most people engage in chatting with friends?,fun,fun is a social activity.
6341,"The old man had a bad back, what did doing housework do to him?",pain and suffering,housework causes pain and suffering.
6341,The baboon is a species of monkey native to where?,african continent,baboon is native to african continent.
6341,Where would a person have a small bookshelf?,bedroom,bedroom is the place where a person has a small bookshelf. a book shelf is a small book shelf.
6341,What is a flirty person known for?,playfulness,flirty people are known for playfulness. playfulness is a behavior where a person flirts with another person.
6341,What might a fish avoid for safety?,boat,boat is a boat.
6341,"There was shattered glass, blood and a gun, so the detective told another cop to tape off the perimeter of the what?",crime scene,there was a gun in the crime scene.
6341,Where do cars usually travel at very high speeds?,race track,race track is a place where cars travel at very high speeds. race track is a place where cars travel at very high speeds.
6341,What would you be doing if you are having lunch?,eating,"eating is a meal. if you are having lunch, you are eating. eating is a meal. eating is a meal. eating is a meal. eating is a meal. eating is a meal. eating is a meal. eating is a meal. eating is a meal. eating is a meal. eating is a meal. eating is a meal. eating is a meal. eating is a meal. eating is"
6341,"If I have to pass through a ticket booth to see a concert, where is the concert?",venue,a concert is a concert. a concert is a concert.
6341,"The had a reputation for celebrating in a  debaucherous manner, what often happened as a result?",drunkenness,the people of the time were known for celebrating in a debaucherous manner.
6341,A shelf holding things you eat that need to be kept cold would be inside what?,refrigerator,refrigerator is a refrigerator. refrigerator is a refrigerator.
6341,"The pitcher stepped on the mound ready to throw, where was he located specifically?",baseball diamond,baseball diamond is a baseball diamond. baseball diamond is a baseball diamond. baseball diamond is a baseball diamond. baseball diamond is a baseball diamond. baseball diamond is a baseball diamond. baseball diamond is a baseball diamond. baseball diamond is a baseball diamond. baseball diamond is a baseball diamond. baseball diamond is a baseball diamond. baseball diamond is a baseball diamond.
6341,"Sarah loved birds, but when they flew overhead she was covered with what?",poop,poop is a waste. birds poop is a waste.
6341,Where could you find a pit that is burned?,backyard,backyard is a place where people burn things.
6341,"In basic training they build you up only to do what, all in hopes of building you up even stronger the next time?",tear down,in basic training they build you up to do the same thing the next time.
6341,Where is a good place to store a ladder?,garage,garage is a good place to store ladder. garage is a good place to store ladder.
6341,What kind of status is the bald eagle given?,protection,the bald eagle is given protection
6341,"There is a cave near the capital of Charleston, where is the cave at?",west virginia,the cave is near the capital of charleston.
6341,"The husband never worked a day, but after getting divorced received alimony, what did he become as a result?",richer,alimony is a benefit of divorce.
6341,A town between two mountains is located in a what?,valley,valley is a place where two mountains meet. valley is a place where two mountains meet.
6341,Where does a hat go when you wear it?,head,a hat goes where you wear it.
6341,"A flea made the dog itch, this is because to feed it can do what?",suck blood,flea can eat blood.
6341,"The man with Crohn's disease was eating a hamburger, what happened as a result?",indigestion,
6341,"Having lunch seemed like the logically thing to do, this was because he was feeling what?",hunger,hunger is a feeling of hunger. hunger is a feeling of hunger. hunger is a feeling of hunger. hunger is a feeling of hunger. hunger is a feeling of hunger. hunger is a feeling of hunger. hunger is a feeling of hunger. hunger is a feeling of hunger. hunger is a feeling of hunger. hunger is a feeling of hunger. hunger is a feeling of hunger. hunger is a feeling of hunger. hunger
6595,"The children were running late for school, after eating breakfast they left behind their what?",dirty dishes,dirty dishes are dirty dishes.
6595,What could you be a few hours after you finish cashing in due to your cash?,happy,cashing in is a way of receiving money. if you are happy you will be happy.
6595,"A european red fox roams in the wild, what side of the earth is it likely on?",northern hemisphere,
6595,"People from all countries enjoyed the music, what was the music like?",universal,music is universal. people from all countries enjoyed the music.
6595,"A kid is studying new words at home in the kitchen, where could a dictionary be?",table,a dictionary is a book that is used to study new words.
6595,What is likely to happen to a driver with an open sunroof during  rainstorm?,getting wet,a driver with an open sunroof during rainstorm is likely to get wet.
6595,If you lay on the floor of you outdoor deck and gaze up you'd be looking at what?,sky,sky is the sky. if you lay on your outdoor deck and gaze up you'd be looking at what? sky.
6595,How might I procure what I need to eat?,buy food,
6595,Where does someone obtain a frying pan?,department store,department store sells frying pans. department store sells frying pans.
6595,When you go on vacation what do you have to do with things you want to take with you?,pack,you have to pack things when you go on vacation.
6595,"The lizard looked longingly out of its cage, what was the lizards status?",captivity,the lizard was in captivity.
6595,You can get off the road and relax on a couch at what roadside location?,rest area,rest area is a place where you can get off the road and relax on a couch.
6595,Which way is the pacific ocean from Nevada?,west,
6595,"Jamie wanted to reduce her waist size, but all of her efforts failed miserably.  She continued to do what?",gain weight,"she wanted to lose weight, but she didn't. she continued to gain weight"
6595,James needed a new lamp so he went where?,store,james needed a new lamp so he went to store
6595,Where are you if your reading magazines while waiting for a vehicle on rails?,train station,train station is a place where people read magazines while waiting for a vehicle. train station is a place where people read magazines while waiting for a vehicle.
6595,"Everyone crowded around the toilet during a break in the event, where was the toilet?",stadium,stadium is the place where people can go to the toilet. stadium is the place where people can go to the toilet.
6595,What do all rooms facing outside have?,doors and windows,doors and windows are the doors and windows facing outside. doors and windows are the doors and windows facing outside. doors and windows are the doors and windows facing outside. doors and windows are the doors and windows facing outside.
6595,"The detective was finding information from witnesses, why would he do that?",get answers,he was trying to get information from witnesses
6595,"Babies don't make the same noise adults make when applauding, but they still do what when excited?",clap hands,babies don't make the same noise adults make when applauding. when excited babies jump around.
6595,Dan said that getting in line was the best choice because it would lead to what?,less confusion,standing in line leads to less confusion. standing in line leads to less confusion.
6595,Discovering truth normally occurs at what part of a research process?,conclusion,conclusion is the final part of a research process.
6595,What movie would a human watch if they were really nerdy?,star trek,nerds watch movies.
6595,If you're reading a good book what has the author done to you?,entertained,the author entertains you by making you feel that you are being entertained by the book.
6595,Where is a human likely to be when entering a condo?,residential area,a condo is a residential area. a human being is likely to be in residential area when entering a condo.
6595,"When a human is earning money, where are they often found?",place of work,people are earning money when they are earning money.
6595,When talking to someone and gaining their trust they will do what they want because of you have done what?,persuaded,they trust people
6595,"You think of lower areas when it comes to a valley, but they're usually just a lower spot in a what?",mountainous region,mountainous region is a region where the highest point is located. valleys are lower spots in mountainous regions.
6595,The teacher doesn't tolerate noise during a test in their what?,classroom,classroom is where students are studying.
6595,Talking and writing are forms of what?,communication,communication is the act of communicating.
6595,How will skin feel after contact with poison ivy?,itches,skin feels pressure after contact with poison ivy.
6595,"The bookshop only sold specialty items, so where should someone go for popular books?",department store,department stores sell popular books. department stores sell popular books.
6595,"They're living conditions put restrictions on their pet ownership, they only had a small dog because they lived where?",small apartment,they lived where they did not have a pet.
6595,What could guns do which could be illegal?,take life,guns could be illegal.
6595,"If people are vegetarian, what do they do more of?",eat plants,people are vegetarians eat plants
6595,Where might a person store an antibiotic to keep it out of the reach of children?,medicine cabinet,antibiotics are used to treat infections.
6595,What could happen to guns if they are hit on the ground?,break,guns can break if they are hit on the ground. if they are hit on the ground they could break.
6595,What might happen after buying too much beer?,intoxication,beer is a drink that is drunk. drinking too much beer can cause problems.
6595,Where would you store a stack of paper when not immediately needed?,cabinet,cabinet is where you store paper when not in use.
6595,John saw a pair of disembodied lips floating towards him.  He was hypnotized by their what?,motion,
6595,Where would you kick a ball that has grass?,soccer field,soccer field is a field where grass is present.
6595,The potato might be the official vegetable of what?,maryland,maryland is the official vegetable of maryland.
6595,"The central passage was a big arched hallway, you could pay your bills or register to vote at this what?",public building,public building is a public building. public building is a public building. public building is a public building. public building is a public building. public building is a public building. public building is a public building. public building is a public building. public building is a public building. public building is a public building. public building is a public building. public building is a public building.
6595,"Playing guitar is a dream attempted by many, they often chew on the little plastic what?",pick,pick is a small plastic item.
6595,Where would you find guns and people in uniform?,military base,military base is a place where people are in uniform. military base is a place where people are in uniform.
6595,Where would a cat be digging for a mouse?,compost pile,a cat digs for a mouse in a compost pile.
6595,What burning  feeling is eating hamburger in large amunts likely to cause?,heartburn,eating hamburger in large amunts likely to cause heartburn.
6595,What kind of cold storage would you use if you just bought some food?,freezer,food is stored in cold storage. freezer is used for food storage.
6595,"The man has much to do, but was watching tv, what was he doing?",wasting time,he was watching tv.
6595,What is someone likely to feel while going into a trance?,peacefulness,trance is a state of mind where one is unable to think or act normally.
6595,Where would you likely find spare address labels?,desk drawer,spare address labels are often found in desk drawers.
6595,Where is one likely to find a fan for their stove?,appliance store,appliance stores sell fans for stoves. appliance stores sell fans for stoves. appliance stores sell fans for stoves. appliance stores sell fans for stoves.
6595,What is a sign that you might not be living soon?,palpitations,palpitations are a sign that you might not be living soon. palpitations are a sign that you might not be living soon.
6595,"I knew a person who hated hospitals, so when she was in her last days what was her wish?",die at home,she hated hospitals. so she wanted to die at home.
6595,What did Van Gogh feel when he found his long lost painting?,great relief,van gogh felt great relief when he found his long lost painting.
6595,If you have cleaned off dust here it may be difficult to do your homework where?,desktop,if you clean off dust here it may be difficult to do your homework where?
6595,What does your body do when walking?,move,your body does movement when walking. walking is movement. walking is movement. walking is movement. walking is movement. walking is movement. walking is movement. walking is movement. walking is movement. walking is movement. walking is movement. walking is movement. walking is movement. walking is movement. walking is movement. walking is movement. walking is movement. walking is movement. walking is movement. walking is movement. walking is movement. walking is movement. walking is movement.
6595,What could you put a table in if you want the table to be in your house?,corner,corner is the place where you put a table.
6595,The water in clouds turn in to what when it gets cold?,snowflake,water in clouds turns into snow when it gets cold.
6595,What do people look for when competing against someone?,edge,people look for edge when competing against someone. edge is something people look for when competing against someone.
6595,"They mocked their friend for being timid, but it kept her out of the trouble they got into by being what?",reckless,reckless means reckless. reckless means reckless. reckless means reckless. reckless means reckless. reckless means reckless. reckless means reckless. reckless means reckless. reckless means reckless. reckless means reckless. reckless means reckless. reckless means reckless. reckless means reckless. reckless means reckless. reckless means reckless. reckless means reckless. reckless means reckless. reckless means reckless. reckless means reckless. reckless means reckless. reckless means reckless. reckless means reckless. reckless means reckless. reckless means reckless. reckless means reckless. reckless
6595,"After getting a divorce, what is your marital status?",being single,divorce means being single. divorce means being single.
6595,"When a person brings up marital issues while chatting with friends, what is the general feeling?",discomfort,"when a person brings up marital issues while talking with friends, there is a general feeling of discomfort."
6595,"While people just throw coins down them now, what originally had a pail to be lowered for it's intended use?",wishing well,wishing well was originally intended to be lowered for it's intended use.
6595,"The person was exposed as a liar, so what happened as a result?",feel humiliated,people are exposed as liars. so people feel humiliated
6595,What is a nerd most likely to have a curiosity to do that others wouldn't?,design software,nerds are curious people. they have a curiosity to do things that others wouldn't.
6595,Where would you put a ficus if you do not want it to damage your floor?,container,container is a container. a container is a container.
6595,It wasn't at first sight but at first kiss when the two began to what with one another?,fall in love,falling in love is when two people begin to be together. falling in love is when two people begin to be together.
6595,Where goes well beyond the world to other worlds?,galaxy,galaxy is a large space beyond the earth. galaxy is a large space beyond the earth. galaxy is a large space beyond the earth. galaxy is a large space beyond the earth. galaxy is a large space beyond the earth. galaxy is a large space beyond the earth. galaxy is a large space beyond the earth. galaxy is a large space beyond the earth. galaxy is a large space beyond the earth. galaxy is a large space beyond
6595,"If a person bought food from a grocery store, what will they do next?",bring home,a person bought food from a grocery store.
6595,How can a person destroy a car after becoming inebriated?,automobile accidents,automobile accidents are caused by drunkenness.
6595,If you like your jeans already broken in where should you shop?,thrift store,thrift stores sell broken in clothing. thrift stores sell broken in clothing.
6595,What is the goal of a poor person having food?,will not starve,food is the source of energy.
6595,"My house is very dry, with little water in the air. What tool should I use to fix this?",humidifier,"my house is very dry, with little water in the air. i need to fix this."
6595,"The student needed to  get some new pencils, where did he go?",store,he needed new pencils. he went to store to get new pencils.
6595,Where would a ferret feel most free?,outdoors,ferrets are free to roam in nature.
6595,What sort of life event might draw a large crowd of people together to celebrate?,wedding,wedding is a life event that draws people together to celebrate.
6595,Three quarters of what are covered by the ocean?,surface of earth,surface of earth is covered by the ocean.
6595,What kind of food makes someone sick?,unhealthy,food is harmful to people.
6595,Where can you find people trying to alleviate suffering?,hospital,people trying to alleviate suffering.
6595,Placing a potato where can cause an explosion?,exhaust pipe,a potato can cause an explosion when placed in an exhaust pipe.
6595,"Wrestling is a contest where two people try to pin each other to the ground.  If you are about to be pinned, what should you try to do?",get free,wrestling is a sport where two people try to pin each other to the ground.
6595,What may you experience after listening to a boring talk for a long time?,fatigue,listening to a boring talk for a long time can cause fatigue.
6595,What group of musicians will include someone playing the cello?,symphony,symphony is a group of musicians that includes someone playing the cello. symphony is a group of musicians that includes someone playing the cello.
6595,Where are sheep likely to live?,farm,sheep are likely to live in meadow.
6595,"If you have an empty glass and are thirsty, where would you put the glass?",water cooler,water cooler is a place where you put the glass.
6595,What is the natural instinct of someone not known as a fighter when filled with fear?,run,running is the natural instinct of someone who is not known as a fighter when filled with fear.
6595,What do people use in the army when they are being attacked?,use weapons,people use weapons when they are being attacked.
6595,"Despite reports of bad weather, the wedding day was gorgeous, what did the weather do?",surprise us,the wedding day was beautiful despite reports of bad weather.
6595,What do people like least about farting?,bad smell,bad smell is a bad smell
6595,If you're going to a party held at work you are there to make what?,new contacts,if you are going to a party held at work you are there to make new contacts.
6595,"He wanted a raise, but what did the stingy boss do with that request?",push down,"he wanted a raise, but the boss was stingy."
6595,WHy do young people like to driving car?,have fun,young people like to drive car
6595,Sometimes people say that someone stupid has no what?,brains,brains are the part of the body that is responsible for thinking.
6595,"James thought that analyzing all the data would help him learn more, but it did not.  It only gave him what?",headache,analyzing all the data will help you learn more. but analyzing all the data will only give you headache.
6595,Where would you put a pot if you do not need to use it?,cupboard,cupboard is where you put pots if you do not need to use them.
6595,In a company a chief oversees what people?,employee,
6595,"Most building are located overground, not?",underground,underground is a place where people live.
6595,What is a computer user using Zillow have as a goal?,own home,
6595,Where could you see a bone?,museum,museum is a place where you can see a bone.
6595,"He just needed to pick up one more thing off his list and fill his cart, he grabbed some coffee on his way to checking out of where?",grocery store,he was grabbing coffee on his way to grocery store
6595,James was meeting a friend.  They had planed a slow day. They didn't want to do much.  They just wanted what?,relaxation,
6595,Where do you have to fan yourself in public watching people run and throw balls?,sports stadium,sports stadium is a place where people can play sports.
6595,How might people perceive someone they are scared of?,dangerous,people perceive someone they are scared of as dangerous.
6595,"He wanted his favorite horse memorialized permanently, so what did he comission?",engraving,
6595,What is best for a rosebush?,temperate climate,rosebush is a shrub.
6595,If you wait until the last minute when buying christmas presents what are you likely to experience?,stress,stress is caused by the anticipation of a present being bought.
6595,Where would you store your hair gel near where you get clean?,bathroom,bathroom is where you get clean.
6595,What's a good thing for people to do with other people?,make friends,friends are people who make friends with other people.
6595,Where would you put the end of a steel cable if you want to use it as a lightningrod?,ground,steel cable is made to be used as a lightningrod.
6595,Where would a ficus plant brighten up a room?,apartment,ficus plants brighten up a room.
6595,If someone suffers from hunger but has nothing in the house what do they have to do?,buy food,if someone suffers from hunger but has nothing in the house they have to do something.
6595,"If you buying a potato, carrots, strawberries and bananas, how would you carry them home?",shopping bags,shopping bags are used to carry goods.
6595,what do living things do to continue the species?,procreate,procreate means living things procreate to continue the species. procreate means living things procreate to continue the species.
6595,Why did the heavy metal band need electricity at the stadium?,concert,heavy metal band needed electricity
6595,what is the goal of going jogging?,lose weight,losing weight is the goal of going jogging. jogging is the exercise of moving. running is the exercise of moving. running is the movement of moving. running is the movement of moving. running is the movement of moving. running is the movement of moving. running is the movement of moving. running is the movement of moving. running is the movement of moving. running is the movement of moving. running is the movement of moving. running is the movement
6595,Where in the U.S. do many ships from the pacific ocean unload their wares?,san francisco bay,it is the place where ships from the pacific ocean unload their wares.
6595,A person who works 14 hours a day will have very little what?,spare time,a person who works 14 hours a day will have very little spare time. spare time is the time when a person has spare time. spare time is the time when a person has spare time. spare time is the time when a person has spare time. spare time is the time when a person has spare time. spare time is the time when a person has spare time. spare time is the time when a person has spare time. spare
6595,"On a rainy day, Bill likes to do creative things.  He loves to taste things.  He tries his hand on a rainy day. What might he do?",make bread,
6595,"Family is always the best for devotion, but it is also nice if a person has what?",loyal friends,friends are the ones who help you in your life.
6595,"The shark actually counted as evidence, so where did the legal team bring it?",court room,sharks count as evidence. so the legal team brought it to court room.
6595,"James is apply for a job that he really wants. He knows that it will be a good fit and he has experience, but he doesn't have all the qualifications that they're asking for, so he's worried about what?",rejection,he doesn't have all the qualifications that they are asking for.
6595,"Everybody learns about germs in school, but if you want an expert talk to a what?",doctor,doctor is an expert in germs. doctor is an expert in germs.
6595,What can an injury happen to?,living thing,living thing is a living thing. an injury can happen to living thing.
6595,"The teacher told her students to listen, what did she want from them?",pay attention,the teacher wanted her students to pay attention to her.
6595,What happens to the next appointment when a grooming takes longer than expected?,late,grooming takes longer than expected.
6595,Noise takes the form of static in a radio what?,transmission,
6595,"Billy didn't know what to do.  He had just bought a huge ficus, but he has no where to put it.  It was just too gid for his house.  Right now, the ficus waited outside in something. What is the ficus in?",large pot,
6595,"There is a cave near the capital of Charleston, where is the cave at?",west virginia,
6595,"He knew the kickoff wouldn't happen right away, so he waited a quarter past the what before he turned on the football game?",hour,he knew the kickoff wouldn't happen right away.
6595,What is a student about to do if they are sitting in front of a number of black and white keys?,play piano,
6595,"The hardcovers were especially tall, so he removed a shelf on the what to make room?",bookcase,"bookcases are usually tall, so he removed a shelf on the bookcase to make room for the tall books."
6595,"The man  tried to break the glass in order to make his escape in time, but he could not.  The person in the cat, trying to kill him, did what?",accelerate,
6595,"The spring was warming up, what did this cause life to do?",spring forth,"spring is warming up, life is bringing life to the earth."
6595,"Many addicts turn to exercise to deal with their addictions, this is because it is a healthy way to do what?",expend energy,exercise is a healthy way to expend energy.
6595,"The vet found malignant tumors on the animals, what is their likely fate?",die of cancer,animals with malignant tumors die of cancer.
6595,If I were to suffer from sudden illness I would be within reason to visit where?,hospital,i would be visiting a hospital if i were to suffer from sudden illness. i would visit a hospital if i were to suffer from sudden illness.
6595,Where would you go to learn how to play a french horn?,music class,music class is a music class. music class is a music class.
6595,"When Catholic people experience stress, what do they do?",cross themselves,"when catholic people experience stress, they do not cross themselves. they cross themselves when they are under stress."
6595,What would children do if they are bored?,play tag,children would play tag if they are bored. children would play tag if they are bored. children would play tag if they are bored. children would play tag if they are bored. children would play tag if they are bored. children would play tag if they are bored. children would play tag if they are bored. children would play tag if they are bored. children would play tag if they are bored. children would play tag if
6595,Where is a good place to put a hamburger?,mouth,mouth is the place where food is put. a hamburger is put in mouth.
6595,"John can't find any legal alternatives to what he's looking for.  It's very illegal, exacerbated by the fact that he's too young to travel out of the country to get it.  Where will he have to get it from?",black market,it's illegal to get drugs in the black market.
6595,Where is the control room that controls a PWR located?,nuclear power plant,nuclear power plant is a nuclear power plant. a nuclear power plant is a nuclear power plant.
6595,Sage loved communicating  He liked doing what with his peers?,exchanging ideas,communicating is the exchange of ideas.
6595,"If I have to pass through a ticket booth to see a concert, where is the concert?",venue,a concert is a concert. a concert is a concert.
6595,Where do people sit outside on bleachers?,sporting event,sporting event is a sporting event. people sit outside on bleachers
6595,What do people do when they don't understand something?,ask questions,people ask questions when they don't understand something.
6595,What must be done to a driveway filled with snow?,shovelling,
6595,"He came from old money and had a fortune, but he made new money making shrewd trades where?",stock market,stock market is a place where people can make money.
6595,Where can I find a steakhouse with a view of canyons?,utah,
6595,What is another term for instituting civil action?,protests,protests are actions of people who are not part of the government.
6595,The football field was all ready for Friday night at the local what?,high school,the football field was all ready for friday night at the local high school.
6595,What could a gentleman be wearing?,suit,suit is a garment that is worn by a man.
6595,"Even though people in the team sometimes what, they argue constructively?",disagree with each other,people in the team sometimes argue constructively
6595,What type of building has the most top floor?,tall building,tall building has the most top floor. tall building has the most top floor.
6595,How does one decide if instituting a particular civil action is fair?,trial,trial is the process of determining whether or not a person is entitled to restitution.
6595,"He was lost going up and down the long hall, it must've been a very what to contain a hall that long?",large building,
6595,Rumors of roving bands of monsters killing people could lead to what?,mass hysteria,people believe that monsters are coming to their homes to kill people.
6595,After checking in at the ticket office the couple entered their prom in the school's what?,auditorium,auditorium is the place where the prom is held.
6595,Where would I buy beer if I ran out?,grocery store,"beer is a drink. if you run out of beer, you can buy beer at grocery store."
6595,What are tables sometimes necessary for when a variety of thoughts are needed?,conference,tables are needed for conference when a variety of thoughts are needed. tables are needed for conference when a variety of thoughts are needed.
6595,When is the worst time for having food?,not hungry,not having food makes you feel full. not having food makes you feel full. not having food makes you feel full. not having food makes you feel full. not having food makes you feel full. not having food makes you feel full. not having food makes you feel full. not having food makes you feel full. not feeling full. not feeling full. not feeling full. not feeling full. not feeling full. not feeling full. not feeling full. not feeling full.
6595,"Sam doesn't like moving his garbage can, so he just leaves it where it can be picked up.  Other people are annoyed by this because  it blocks part of what?",street,it blocks part of the street.
6595,The Coast Guard is a police force that often does what?,board vessels,board vessels are often used as a police force.
6595,What happens to the person that is well known for frequent farting?,social ostracism,people are ostracised
6895,Lizards are able to regrow what if it is cut off?,tail,tail is a part of the body.
6895,Which way is the pacific ocean from Nevada?,west,
6895,"You can find cards all sorts of places, but if you want to bet on them in all sorts of games where should you go?",casino,casino is a casino. casino is a casino. casino is a casino. casino is a casino. casino is a casino. casino is a casino. casino is a casino. casino is a casino. casino is a casino. casino is a casino. casino is a casino. casino is a casino. casino is a casino. casino is a casino. casino is a casino. casino is a casino. casino
6895,Where can you watch information on lizards?,documentary,
6895,"More people should lower the guard and just have fun, we don't got long just what?",enjoy living,we don't got long just what? enjoy living is a lifestyle.
6895,"The husband never worked a day, but after getting divorced received alimony, what did he become as a result?",richer,he never worked a day.
6895,In what geological feature will you find fungus growing?,cave,
6895,"Babies don't make the same noise adults make when applauding, but they still do what when excited?",clap hands,babies don't make the same noise adults do when applauding.
6895,"The teacher was arranging and sorting papers at her desk, needing paper clips she opened up the left what?",drawer,
6895,Even when one of the slaves dropped dead on the line the rest were forced to keep what?,working,if one slave died the rest were forced to keep working.
6895,Animals do what from birth to death?,live lives,animals live lives.
6895,What causes people to initially begin flirting?,attraction,attraction is a form of attraction.
6895,What do they call the trash in Australia?,dustbin,dustbin is a word used in australia. dustbin is a word used in australia. dustbin is a word used in australia. dustbin is a word used in australia. dustbin is a word used in australia. dustbin is a word used in australia. dustbin is a word used in australia. dustbin is a word used in australia. dustbin is a word used in australia.
6895,What is a lover likely to want to do with their partner?,make love,
